timestamp,datetime,portfolio_btc
1733219232295,2024-12-03 09:47:12.295000+00:00,4.80182
1733222832400,2024-12-03 10:47:12.400000+00:00,4.80694
1733226432754,2024-12-03 11:47:12.754000+00:00,4.80739
1733230032925,2024-12-03 12:47:12.925000+00:00,4.8065
1733233633134,2024-12-03 13:47:13.134000+00:00,4.80659
1733237233246,2024-12-03 14:47:13.246000+00:00,4.80683
1733240833471,2024-12-03 15:47:13.471000+00:00,4.80229
1733244433669,2024-12-03 16:47:13.669000+00:00,4.80132
1733248034070,2024-12-03 17:47:14.070000+00:00,4.80015
1733251634279,2024-12-03 18:47:14.279000+00:00,4.80246
1733255234656,2024-12-03 19:47:14.656000+00:00,4.79516
1733258834895,2024-12-03 20:47:14.895000+00:00,4.79559
1733262435167,2024-12-03 21:47:15.167000+00:00,4.79191
1733266035407,2024-12-03 22:47:15.407000+00:00,4.79545
1733269635842,2024-12-03 23:47:15.842000+00:00,4.80659
1733273236136,2024-12-04 00:47:16.136000+00:00,4.80273
1733276836599,2024-12-04 01:47:16.599000+00:00,4.8071
1733280436829,2024-12-04 02:47:16.829000+00:00,4.80531
1733284037082,2024-12-04 03:47:17.082000+00:00,4.80645
1733287637300,2024-12-04 04:47:17.300000+00:00,4.80786
1733291237574,2024-12-04 05:47:17.574000+00:00,4.81148
1733294837675,2024-12-04 06:47:17.675000+00:00,4.81071
1733298437983,2024-12-04 07:47:17.983000+00:00,4.81106
1733302038205,2024-12-04 08:47:18.205000+00:00,4.80888
1733305638530,2024-12-04 09:47:18.530000+00:00,4.81504
1733309238805,2024-12-04 10:47:18.805000+00:00,4.8117
1733312839195,2024-12-04 11:47:19.195000+00:00,4.8138
1733316439454,2024-12-04 12:47:19.454000+00:00,4.81369
1733320039792,2024-12-04 13:47:19.792000+00:00,4.81609
1733323640090,2024-12-04 14:47:20.090000+00:00,4.81694
1733327240409,2024-12-04 15:47:20.409000+00:00,4.81678
1733330840730,2024-12-04 16:47:20.730000+00:00,4.81768
1733334441111,2024-12-04 17:47:21.111000+00:00,4.81805
1733338041519,2024-12-04 18:47:21.519000+00:00,4.81693
1733341642055,2024-12-04 19:47:22.055000+00:00,4.81597
1733345242464,2024-12-04 20:47:22.464000+00:00,4.81316
1733348843099,2024-12-04 21:47:23.099000+00:00,4.81154
1733352443581,2024-12-04 22:47:23.581000+00:00,4.81453
1733356044099,2024-12-04 23:47:24.099000+00:00,4.81498
1733359644624,2024-12-05 00:47:24.624000+00:00,4.80519
1733363245262,2024-12-05 01:47:25.262000+00:00,4.8062
1733366845709,2024-12-05 02:47:25.709000+00:00,4.81541
1733370446310,2024-12-05 03:47:26.310000+00:00,4.81908
1733374046684,2024-12-05 04:47:26.684000+00:00,4.82145
1733377647165,2024-12-05 05:47:27.165000+00:00,4.82127
1733381247987,2024-12-05 06:47:27.987000+00:00,4.82342
1733384848606,2024-12-05 07:47:28.606000+00:00,4.82351
1733388449184,2024-12-05 08:47:29.184000+00:00,4.82338
1733392049242,2024-12-05 09:47:29.242000+00:00,4.82451
1733395649991,2024-12-05 10:47:29.991000+00:00,4.82504
1733399250653,2024-12-05 11:47:30.653000+00:00,4.82504
1733402851498,2024-12-05 12:47:31.498000+00:00,4.82504
1733406452114,2024-12-05 13:47:32.114000+00:00,4.82351
1733410052885,2024-12-05 14:47:32.885000+00:00,4.82309
1733413653525,2024-12-05 15:47:33.525000+00:00,4.82522
1733417254334,2024-12-05 16:47:34.334000+00:00,4.82516
1733420855107,2024-12-05 17:47:35.107000+00:00,4.82556
1733424455943,2024-12-05 18:47:35.943000+00:00,4.82537
1733428056717,2024-12-05 19:47:36.717000+00:00,4.82641
1733431657719,2024-12-05 20:47:37.719000+00:00,4.82682
1733435257930,2024-12-05 21:47:37.930000+00:00,4.82686
1733438858663,2024-12-05 22:47:38.663000+00:00,4.8284
1733442459323,2024-12-05 23:47:39.323000+00:00,4.82587
1733446060108,2024-12-06 00:47:40.108000+00:00,4.82468
1733449660587,2024-12-06 01:47:40.587000+00:00,4.82361
1733453261333,2024-12-06 02:47:41.333000+00:00,4.82297
1733456862244,2024-12-06 03:47:42.244000+00:00,4.81454
1733460463131,2024-12-06 04:47:43.131000+00:00,4.80998
1733464063992,2024-12-06 05:47:43.992000+00:00,4.81166
1733467664938,2024-12-06 06:47:44.938000+00:00,4.78961
1733471265975,2024-12-06 07:47:45.975000+00:00,4.78997
1733474866669,2024-12-06 08:47:46.669000+00:00,4.7949
1733478467509,2024-12-06 09:47:47.509000+00:00,4.80863
1733482068188,2024-12-06 10:47:48.188000+00:00,4.80048
1733485669043,2024-12-06 11:47:49.043000+00:00,4.79646
1733489269634,2024-12-06 12:47:49.634000+00:00,4.80133
1733492870603,2024-12-06 13:47:50.603000+00:00,4.80135
1733496471479,2024-12-06 14:47:51.479000+00:00,4.80329
1733500072251,2024-12-06 15:47:52.251000+00:00,4.80286
1733503673112,2024-12-06 16:47:53.112000+00:00,4.81075
1733507273884,2024-12-06 17:47:53.884000+00:00,4.80744
1733510874663,2024-12-06 18:47:54.663000+00:00,4.80594
1733514475542,2024-12-06 19:47:55.542000+00:00,4.80398
1733518076339,2024-12-06 20:47:56.339000+00:00,4.80253
1733521677291,2024-12-06 21:47:57.291000+00:00,4.81361
1733525278216,2024-12-06 22:47:58.216000+00:00,4.81678
1733528878270,2024-12-06 23:47:58.270000+00:00,4.82069
1733532478314,2024-12-07 00:47:58.314000+00:00,4.81704
1733536079148,2024-12-07 01:47:59.148000+00:00,4.8288
1733539680123,2024-12-07 02:48:00.123000+00:00,4.8321
1733543281087,2024-12-07 03:48:01.087000+00:00,4.83386
1733546881300,2024-12-07 04:48:01.300000+00:00,4.83352
1733550482310,2024-12-07 05:48:02.310000+00:00,4.8275
1733554083334,2024-12-07 06:48:03.334000+00:00,4.82848
1733557683594,2024-12-07 07:48:03.594000+00:00,4.82437
1733561283965,2024-12-07 08:48:03.965000+00:00,4.82633
1733564884357,2024-12-07 09:48:04.357000+00:00,4.82511
1733568484599,2024-12-07 10:48:04.599000+00:00,4.82546
1733572085319,2024-12-07 11:48:05.319000+00:00,4.8195
1733575686223,2024-12-07 12:48:06.223000+00:00,4.82286
1733579287220,2024-12-07 13:48:07.220000+00:00,4.81744
1733582888068,2024-12-07 14:48:08.068000+00:00,4.819
1733586489018,2024-12-07 15:48:09.018000+00:00,4.81684
1733590089795,2024-12-07 16:48:09.795000+00:00,4.821
1733593690481,2024-12-07 17:48:10.481000+00:00,4.82109
1733597291115,2024-12-07 18:48:11.115000+00:00,4.8203
1733600891803,2024-12-07 19:48:11.803000+00:00,4.82217
1733604492628,2024-12-07 20:48:12.628000+00:00,4.82067
1733608093229,2024-12-07 21:48:13.229000+00:00,4.81941
1733611693478,2024-12-07 22:48:13.478000+00:00,4.8218
1733615293555,2024-12-07 23:48:13.555000+00:00,4.82182
1733618894105,2024-12-08 00:48:14.105000+00:00,4.82176
1733622494879,2024-12-08 01:48:14.879000+00:00,4.82127
1733626095798,2024-12-08 02:48:15.798000+00:00,4.82558
1733629696538,2024-12-08 03:48:16.538000+00:00,4.82658
1733633297372,2024-12-08 04:48:17.372000+00:00,4.82634
1733636898177,2024-12-08 05:48:18.177000+00:00,4.82387
1733640499111,2024-12-08 06:48:19.111000+00:00,4.82364
1733644099549,2024-12-08 07:48:19.549000+00:00,4.82467
1733647700132,2024-12-08 08:48:20.132000+00:00,4.82493
1733651300205,2024-12-08 09:48:20.205000+00:00,4.82503
1733654900491,2024-12-08 10:48:20.491000+00:00,4.82831
1733658500619,2024-12-08 11:48:20.619000+00:00,4.82599
1733662100948,2024-12-08 12:48:20.948000+00:00,4.82491
1733665701337,2024-12-08 13:48:21.337000+00:00,4.82092
1733669301760,2024-12-08 14:48:21.760000+00:00,4.82399
1733672901985,2024-12-08 15:48:21.985000+00:00,4.82425
1733676502349,2024-12-08 16:48:22.349000+00:00,4.81868
1733680102732,2024-12-08 17:48:22.732000+00:00,4.81643
1733683703155,2024-12-08 18:48:23.155000+00:00,4.81942
1733687303381,2024-12-08 19:48:23.381000+00:00,4.82454
1733690903598,2024-12-08 20:48:23.598000+00:00,4.82446
1733694504513,2024-12-08 21:48:24.513000+00:00,4.82861
1733698105531,2024-12-08 22:48:25.531000+00:00,4.82706
1733701705775,2024-12-08 23:48:25.775000+00:00,4.82561
1733705305895,2024-12-09 00:48:25.895000+00:00,4.82592
1733708906029,2024-12-09 01:48:26.029000+00:00,4.8276
1733712506081,2024-12-09 02:48:26.081000+00:00,4.82561
1733716106700,2024-12-09 03:48:26.700000+00:00,4.82698
1733719707023,2024-12-09 04:48:27.023000+00:00,4.8272
1733723307121,2024-12-09 05:48:27.121000+00:00,4.82848
1733726908047,2024-12-09 06:48:28.047000+00:00,4.82883
1733730509064,2024-12-09 07:48:29.064000+00:00,4.83309
1733734109998,2024-12-09 08:48:29.998000+00:00,4.82644
1733737710325,2024-12-09 09:48:30.325000+00:00,4.82313
1733741310417,2024-12-09 10:48:30.417000+00:00,4.82016
1733744910510,2024-12-09 11:48:30.510000+00:00,4.81757
1733748510766,2024-12-09 12:48:30.766000+00:00,4.82189
1733752111423,2024-12-09 13:48:31.423000+00:00,4.82404
1733755712137,2024-12-09 14:48:32.137000+00:00,4.82212
1733759312556,2024-12-09 15:48:32.556000+00:00,4.82507
1733762913262,2024-12-09 16:48:33.262000+00:00,4.82225
1733766513797,2024-12-09 17:48:33.797000+00:00,4.81518
1733770114723,2024-12-09 18:48:34.723000+00:00,4.81068
1733773715743,2024-12-09 19:48:35.743000+00:00,4.80496
1733777316577,2024-12-09 20:48:36.577000+00:00,4.80785
1733780917541,2024-12-09 21:48:37.541000+00:00,4.82176
1733784518410,2024-12-09 22:48:38.410000+00:00,4.83213
1733788119421,2024-12-09 23:48:39.421000+00:00,4.80178
1733791719497,2024-12-10 00:48:39.497000+00:00,4.80726
1733795320348,2024-12-10 01:48:40.348000+00:00,4.7999
1733798920955,2024-12-10 02:48:40.955000+00:00,4.80918
1733802521963,2024-12-10 03:48:41.963000+00:00,4.79261
1733806122139,2024-12-10 04:48:42.139000+00:00,4.78375
1733809722466,2024-12-10 05:48:42.466000+00:00,4.79047
1733813322838,2024-12-10 06:48:42.838000+00:00,4.79389
1733816923640,2024-12-10 07:48:43.640000+00:00,4.80077
1733820523904,2024-12-10 08:48:43.904000+00:00,4.81255
1733824124829,2024-12-10 09:48:44.829000+00:00,4.8103
1733827725138,2024-12-10 10:48:45.138000+00:00,4.80709
1733831325358,2024-12-10 11:48:45.358000+00:00,4.79317
1733834925437,2024-12-10 12:48:45.437000+00:00,4.79158
1733838525770,2024-12-10 13:48:45.770000+00:00,4.79453
1733842126113,2024-12-10 14:48:46.113000+00:00,4.80242
1733845726708,2024-12-10 15:48:46.708000+00:00,4.80122
1733849326880,2024-12-10 16:48:46.880000+00:00,4.80557
1733852926989,2024-12-10 17:48:46.989000+00:00,4.80311
1733856527148,2024-12-10 18:48:47.148000+00:00,4.81243
1733860127332,2024-12-10 19:48:47.332000+00:00,4.81195
1733863727434,2024-12-10 20:48:47.434000+00:00,4.79903
1733867328348,2024-12-10 21:48:48.348000+00:00,4.81662
1733870929311,2024-12-10 22:48:49.311000+00:00,4.82293
1733874529711,2024-12-10 23:48:49.711000+00:00,4.78892
1733878130153,2024-12-11 00:48:50.153000+00:00,4.76544
1733881730764,2024-12-11 01:48:50.764000+00:00,4.7668
1733885331156,2024-12-11 02:48:51.156000+00:00,4.77172
1733888931385,2024-12-11 03:48:51.385000+00:00,4.77695
1733892531506,2024-12-11 04:48:51.506000+00:00,4.79587
1733896131850,2024-12-11 05:48:51.850000+00:00,4.80188
1733899732192,2024-12-11 06:48:52.192000+00:00,4.80358
1733903333119,2024-12-11 07:48:53.119000+00:00,4.79837
1733906933868,2024-12-11 08:48:53.868000+00:00,4.79095
1733910534793,2024-12-11 09:48:54.793000+00:00,4.79504
1733914135183,2024-12-11 10:48:55.183000+00:00,4.81421
1733917735304,2024-12-11 11:48:55.304000+00:00,4.81481
1733921335512,2024-12-11 12:48:55.512000+00:00,4.81361
1733924936471,2024-12-11 13:48:56.471000+00:00,4.81698
1733928536985,2024-12-11 14:48:56.985000+00:00,4.8201
1733932137196,2024-12-11 15:48:57.196000+00:00,4.8142
1733935738226,2024-12-11 16:48:58.226000+00:00,4.82932
1733939338736,2024-12-11 17:48:58.736000+00:00,4.82519
1733942939412,2024-12-11 18:48:59.412000+00:00,4.82749
1733946539901,2024-12-11 19:48:59.901000+00:00,4.8292
1733950140338,2024-12-11 20:49:00.338000+00:00,4.83093
1733953740738,2024-12-11 21:49:00.738000+00:00,4.83646
1733957341246,2024-12-11 22:49:01.246000+00:00,4.84458
1733960942031,2024-12-11 23:49:02.031000+00:00,4.85488
1733964542703,2024-12-12 00:49:02.703000+00:00,4.85616
1733968142819,2024-12-12 01:49:02.819000+00:00,4.8562
1733971742866,2024-12-12 02:49:02.866000+00:00,4.85811
1733975343042,2024-12-12 03:49:03.042000+00:00,4.85814
1733978943188,2024-12-12 04:49:03.188000+00:00,4.85814
1733982544231,2024-12-12 05:49:04.231000+00:00,4.85821
1733986144338,2024-12-12 06:49:04.338000+00:00,4.85821
1733989745379,2024-12-12 07:49:05.379000+00:00,4.85818
1733993345616,2024-12-12 08:49:05.616000+00:00,4.85778
1733996945974,2024-12-12 09:49:05.974000+00:00,4.85743
1734000546247,2024-12-12 10:49:06.247000+00:00,4.85903
1734004146701,2024-12-12 11:49:06.701000+00:00,4.85991
1734007746840,2024-12-12 12:49:06.840000+00:00,4.85976
1734011347103,2024-12-12 13:49:07.103000+00:00,4.8599
1734014947382,2024-12-12 14:49:07.382000+00:00,4.85964
1734018547750,2024-12-12 15:49:07.750000+00:00,4.85954
1734022148125,2024-12-12 16:49:08.125000+00:00,4.8601
1734025748485,2024-12-12 17:49:08.485000+00:00,4.85993
1734029349201,2024-12-12 18:49:09.201000+00:00,4.85958
1734032949561,2024-12-12 19:49:09.561000+00:00,4.85915
1734036550065,2024-12-12 20:49:10.065000+00:00,4.8606
1734040150443,2024-12-12 21:49:10.443000+00:00,4.86135
1734043750865,2024-12-12 22:49:10.865000+00:00,4.86157
1734047351265,2024-12-12 23:49:11.265000+00:00,4.86214
1734050951531,2024-12-13 00:49:11.531000+00:00,4.86215
1734054551950,2024-12-13 01:49:11.950000+00:00,4.86213
1734058152246,2024-12-13 02:49:12.246000+00:00,4.86195
1734061752636,2024-12-13 03:49:12.636000+00:00,4.8567
1734065353104,2024-12-13 04:49:13.104000+00:00,4.85807
1734068953554,2024-12-13 05:49:13.554000+00:00,4.85673
1734072554130,2024-12-13 06:49:14.130000+00:00,4.85977
1734076154620,2024-12-13 07:49:14.620000+00:00,4.85817
1734079755208,2024-12-13 08:49:15.208000+00:00,4.85906
1734083355688,2024-12-13 09:49:15.688000+00:00,4.85474
1734086956071,2024-12-13 10:49:16.071000+00:00,4.8554
1734090556411,2024-12-13 11:49:16.411000+00:00,4.85726
1734094156776,2024-12-13 12:49:16.776000+00:00,4.85867
1734097757441,2024-12-13 13:49:17.441000+00:00,4.85851
1734101357665,2024-12-13 14:49:17.665000+00:00,4.85819
1734104957994,2024-12-13 15:49:17.994000+00:00,4.86029
1734108558232,2024-12-13 16:49:18.232000+00:00,4.86064
1734112158527,2024-12-13 17:49:18.527000+00:00,4.85992
1734115759166,2024-12-13 18:49:19.166000+00:00,4.86131
1734119359586,2024-12-13 19:49:19.586000+00:00,4.86145
1734122960209,2024-12-13 20:49:20.209000+00:00,4.8609
1734126560475,2024-12-13 21:49:20.475000+00:00,4.86113
1734130160807,2024-12-13 22:49:20.807000+00:00,4.86305
1734133761099,2024-12-13 23:49:21.099000+00:00,4.86207
1734137361320,2024-12-14 00:49:21.320000+00:00,4.86638
1734140961662,2024-12-14 01:49:21.662000+00:00,4.86771
1734144561796,2024-12-14 02:49:21.796000+00:00,4.8678
1734148162063,2024-12-14 03:49:22.063000+00:00,4.86777
1734151762360,2024-12-14 04:49:22.360000+00:00,4.86788
1734155362637,2024-12-14 05:49:22.637000+00:00,4.86784
1734158962879,2024-12-14 06:49:22.879000+00:00,4.86802
1734162563092,2024-12-14 07:49:23.092000+00:00,4.86794
1734166163362,2024-12-14 08:49:23.362000+00:00,4.86796
1734169763548,2024-12-14 09:49:23.548000+00:00,4.86835
1734173363778,2024-12-14 10:49:23.778000+00:00,4.86844
1734176964096,2024-12-14 11:49:24.096000+00:00,4.86844
1734180564474,2024-12-14 12:49:24.474000+00:00,4.86829
1734184164914,2024-12-14 13:49:24.914000+00:00,4.86836
1734187765186,2024-12-14 14:49:25.186000+00:00,4.86853
1734191365605,2024-12-14 15:49:25.605000+00:00,4.86837
1734194965967,2024-12-14 16:49:25.967000+00:00,4.86836
1734198566290,2024-12-14 17:49:26.290000+00:00,4.86817
1734202166646,2024-12-14 18:49:26.646000+00:00,4.86869
1734205766955,2024-12-14 19:49:26.955000+00:00,4.86904
1734209367327,2024-12-14 20:49:27.327000+00:00,4.86862
1734212967788,2024-12-14 21:49:27.788000+00:00,4.86797
1734216568195,2024-12-14 22:49:28.195000+00:00,4.86909
1734220168674,2024-12-14 23:49:28.674000+00:00,4.86977
1734223769136,2024-12-15 00:49:29.136000+00:00,4.86983
1734227369645,2024-12-15 01:49:29.645000+00:00,4.86818
1734230970044,2024-12-15 02:49:30.044000+00:00,4.86767
1734234570234,2024-12-15 03:49:30.234000+00:00,4.86922
1734238170585,2024-12-15 04:49:30.585000+00:00,4.86735
1734241771052,2024-12-15 05:49:31.052000+00:00,4.86851
1734245371451,2024-12-15 06:49:31.451000+00:00,4.86857
1734248971775,2024-12-15 07:49:31.775000+00:00,4.8696
1734252572194,2024-12-15 08:49:32.194000+00:00,4.86911
1734256172466,2024-12-15 09:49:32.466000+00:00,4.87093
1734259772877,2024-12-15 10:49:32.877000+00:00,4.87093
1734263373275,2024-12-15 11:49:33.275000+00:00,4.87091
1734266973702,2024-12-15 12:49:33.702000+00:00,4.87119
1734270573970,2024-12-15 13:49:33.970000+00:00,4.87118
1734274174332,2024-12-15 14:49:34.332000+00:00,4.87108
1734277774691,2024-12-15 15:49:34.691000+00:00,4.87078
1734281375054,2024-12-15 16:49:35.054000+00:00,4.87119
1734284975511,2024-12-15 17:49:35.511000+00:00,4.87147
1734288575926,2024-12-15 18:49:35.926000+00:00,4.87155
1734292176296,2024-12-15 19:49:36.296000+00:00,4.87164
1734295776640,2024-12-15 20:49:36.640000+00:00,4.87165
1734299377109,2024-12-15 21:49:37.109000+00:00,4.87164
1734302977534,2024-12-15 22:49:37.534000+00:00,4.87164
1734306577878,2024-12-15 23:49:37.878000+00:00,4.87164
1734310178332,2024-12-16 00:49:38.332000+00:00,4.87172
1734313778827,2024-12-16 01:49:38.827000+00:00,4.8718
1734317379224,2024-12-16 02:49:39.224000+00:00,4.87183
1734320979509,2024-12-16 03:49:39.509000+00:00,4.87187
1734324579845,2024-12-16 04:49:39.845000+00:00,4.87183
1734328180183,2024-12-16 05:49:40.183000+00:00,4.87194
1734331780500,2024-12-16 06:49:40.500000+00:00,4.87222
1734335380852,2024-12-16 07:49:40.852000+00:00,4.87237
1734338981339,2024-12-16 08:49:41.339000+00:00,4.87237
1734342581859,2024-12-16 09:49:41.859000+00:00,4.87251
1734346182279,2024-12-16 10:49:42.279000+00:00,4.87206
1734349782892,2024-12-16 11:49:42.892000+00:00,4.87215
1734353383455,2024-12-16 12:49:43.455000+00:00,4.87293
1734356984121,2024-12-16 13:49:44.121000+00:00,4.87337
1734360584755,2024-12-16 14:49:44.755000+00:00,4.87349
1734364185264,2024-12-16 15:49:45.264000+00:00,4.87351
1734367785698,2024-12-16 16:49:45.698000+00:00,4.87339
1734371386268,2024-12-16 17:49:46.268000+00:00,6.47339
1734374986810,2024-12-16 18:49:46.810000+00:00,6.47339
1734378587277,2024-12-16 19:49:47.277000+00:00,6.47339
1734382187930,2024-12-16 20:49:47.930000+00:00,6.47334
1734385788568,2024-12-16 21:49:48.568000+00:00,6.47353
1734389389153,2024-12-16 22:49:49.153000+00:00,6.47353
1734392989789,2024-12-16 23:49:49.789000+00:00,6.47353
1734396590290,2024-12-17 00:49:50.290000+00:00,6.47353
1734400190825,2024-12-17 01:49:50.825000+00:00,6.47353
1734403791601,2024-12-17 02:49:51.601000+00:00,6.47353
1734407392225,2024-12-17 03:49:52.225000+00:00,6.47353
1734410992886,2024-12-17 04:49:52.886000+00:00,6.47353
1734414593307,2024-12-17 05:49:53.307000+00:00,6.47353
1734418193789,2024-12-17 06:49:53.789000+00:00,6.47353
